account_number,num_payments,total_amount,avg_amount,max_amount,min_amount,std_amount,num_discounts,last_payment_date,first_payment_date,num_different_products,num_different_plans,user_group1,user_group2
0000df940049fa1bbefc699a17671295,10,45.65217391304348,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2021-09-12 11:35:10,2020-09-20 13:39:10,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
000a38dacb7099ae710216b9cd54087c,8,73.48970251716247,9.186212814645309,43.82151029748283,2.276887871853547,14.017663322215828,1,2021-10-17 19:05:18,2020-12-11 22:33:29,1,2,PLAN_ONLY,PLAN_ONLY_Mixed
000b1bddfe23f65af9990f52b3ae004e,2,11.31578947368421,5.657894736842105,6.739130434782608,4.576659038901602,1.5290981881493988,1,2022-07-14 14:20:42,2022-07-14 12:22:02,1,1,TOP-UP_ONLY,TOP-UP_ONLY
000d7412614cfc8e6d918ca63e1f37dc,8,29.93,3.74125,4.0,1.99,0.7076205096761158,1,2021-08-15 21:15:58,2020-11-30 21:18:28,2,2,BOTH,BOTH
0013a4303bdffc2658cd40f80227a524,15,66.18993135011442,4.412662090007628,4.565217391304348,2.276887871853547,0.5908441412978515,1,2022-06-25 10:02:30,2020-08-27 21:01:23,1,2,PLAN_ONLY,PLAN_ONLY_SuperCheap
001c1c5a594848197498518ff5c36691,5,22.82608695652174,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2021-06-29 19:07:45,2020-09-12 15:47:55,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
002ce628627789ed5e3a74fdff72d01e,4,26.270022883295194,6.567505720823799,11.43020594965675,4.565217391304348,3.286363070101847,1,2022-06-13 13:47:11,2021-11-29 08:40:58,2,4,PLAN_ONLY,PLAN_ONLY_Mixed
0030084d8d4e2107c355f274aa585f5b,8,36.59038901601831,4.573798627002288,4.576659038901602,4.565217391304348,0.005296453660026315,0,2022-04-13 23:55:11,2020-10-09 22:33:10,2,2,BOTH,BOTH
00331600cb19296805dfba88f08c04a4,3,15.99,5.33,7.0,1.99,2.8925248486400252,1,2021-01-22 13:08:44,2021-01-22 11:09:42,2,2,BOTH,BOTH
0034f5ccb86e744cd0df126415728609,4,18.26086956521739,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2020-12-01 21:01:44,2020-09-02 21:02:33,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
00370f016cf4e3555e9b9c4572a2dea5,2,21.727688787185357,10.863844393592679,16.018306636155607,5.709382151029748,7.289510410172532,1,2022-05-19 16:58:46,2022-04-15 22:32:53,2,2,BOTH,BOTH
0037cf36e09921fe845039536212991e,2,2.98,1.49,1.99,0.99,0.7071067811865476,1,2022-08-19 07:56:31,2022-07-11 15:32:59,1,1,TOP-UP_ONLY,TOP-UP_ONLY
0044d2a1b5edc376ade59fa5afa8f118,2,28.0,14.0,14.0,14.0,0.0,0,2021-02-12 11:28:05,2020-10-17 14:20:09,1,1,TOP-UP_ONLY,TOP-UP_ONLY
00488fa597b7b8d6ba9cfad26d2d876a,2,3.99,1.995,3.99,0.0,2.8213560569343246,1,2021-09-29 19:34:50,2020-12-31 16:33:52,1,1,OTHER,OTHER
004e29d9c49a2f619f8cefb599efba54,5,22.848970251716246,4.5697940503432495,4.576659038901602,4.565217391304348,0.006266848484041005,0,2022-06-21 20:18:27,2020-09-08 21:03:41,2,2,BOTH,BOTH
0051e08c7af6cfde04ecf6adfe9493ba,10,45.65217391304348,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2022-05-03 21:10:53,2021-02-08 13:56:00,1,2,PLAN_ONLY,PLAN_ONLY_SuperCheap
005c426c7fda2559da432087edf6da62,8,34.23340961098398,4.279176201372998,4.565217391304348,2.276887871853547,0.8090466603965072,1,2022-07-04 15:21:23,2020-09-21 16:56:44,1,2,PLAN_ONLY,PLAN_ONLY_SuperCheap
0062e82dc227170f6f05b55ac83fcf00,16,70.77803203661327,4.423627002288329,4.576659038901602,2.276887871853547,0.572476980614481,1,2022-07-31 11:15:50,2020-11-29 20:46:50,2,3,BOTH,BOTH
00750ad4ef1bcefda306f0be0f654e82,2,2.99,1.495,1.99,1.0,0.7000357133746821,2,2020-11-27 14:58:16,2020-10-16 12:55:19,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
007bf476b1512e57781f5cf8616cd381,3,9.99,3.33,4.0,1.99,1.1604740410711476,1,2022-07-13 21:01:26,2021-01-17 14:26:45,2,2,BOTH,BOTH
007cc83faaf00e4138ecbe0907ce4280,6,19.94,3.3233333333333337,3.99,1.99,1.0327955589886446,2,2022-06-11 14:08:50,2020-09-27 16:00:21,1,2,PLAN_ONLY,PLAN_ONLY_SuperCheap
0093ac5a718bdeb325de5ad26d511b01,9,80.34324942791761,8.927027714213068,43.82151029748283,4.565217391304348,13.085430968726163,0,2021-05-01 10:37:10,2020-09-01 21:01:33,1,2,PLAN_ONLY,PLAN_ONLY_Mixed
009671a56af010b79910fc3ecf852456,2,4.553775743707094,2.276887871853547,2.276887871853547,2.276887871853547,0.0,2,2020-09-26 14:09:41,2020-09-26 14:09:38,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
0097a4ae6663473e5b3f416369e45f36,5,20.537757437070937,4.107551487414187,4.565217391304348,2.276887871853547,1.0233720720822834,1,2020-12-31 21:06:58,2020-09-03 11:13:24,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
00a4cdef607e9b943413a47f52d1e5fa,19,86.73913043478261,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2022-03-28 21:12:11,2020-10-04 21:26:40,1,2,PLAN_ONLY,PLAN_ONLY_SuperCheap
00b110a757b2f0fc0a8ec3c809f2d950,4,22.0,5.5,7.0,4.0,1.7320508075688772,0,2022-08-02 10:11:43,2022-01-12 15:48:17,1,1,TOP-UP_ONLY,TOP-UP_ONLY
00b2dcf54f6c8874b7ebcc77c868a9d8,2,8.0,4.0,4.0,4.0,0.0,0,2022-06-29 18:29:28,2021-10-02 10:13:29,1,1,TOP-UP_ONLY,TOP-UP_ONLY
00bc12ad98423f08d118bd16837f2432,2,9.153318077803204,4.576659038901602,4.576659038901602,4.576659038901602,0.0,1,2021-10-12 18:51:40,2020-11-27 10:43:07,1,1,TOP-UP_ONLY,TOP-UP_ONLY
00bece2f02b39b3b2bffcefb78c6f1f4,2,9.153318077803204,4.576659038901602,4.576659038901602,4.576659038901602,0.0,1,2021-09-27 16:53:52,2020-09-20 11:09:17,1,1,TOP-UP_ONLY,TOP-UP_ONLY
00c7df207e83e3123b45cce4f95f08a4,2,9.153318077803204,4.576659038901602,4.576659038901602,4.576659038901602,0.0,0,2022-07-15 15:09:13,2021-07-04 18:37:51,1,1,TOP-UP_ONLY,TOP-UP_ONLY
00c9599babaceb5eab2a2bab6e144b5c,16,57.85,3.615625,3.99,0.0,1.0855902772224888,2,2022-06-05 15:57:09,2020-09-22 11:21:29,2,3,OTHER,OTHER
00d483e35f95d8afc3378ba229e31e64,24,109.56521739130434,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2022-07-23 21:10:39,2020-08-30 20:50:24,1,2,PLAN_ONLY,PLAN_ONLY_SuperCheap
00e15c1300c1c20f6c6705d86e844f46,2,9.130434782608695,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2021-07-08 21:16:55,2021-06-09 22:23:46,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
00e6e64e6c44ec4873a3f447576732b2,3,11.407322654462241,3.802440884820747,4.565217391304348,2.276887871853547,1.3211676640494867,1,2022-07-19 09:22:46,2022-05-11 12:27:13,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
00f2189b91b01dcaeff61f09b753d535,3,13.695652173913043,4.565217391304348,4.565217391304348,4.565217391304348,0.0,0,2020-10-23 21:04:01,2020-08-24 21:05:40,1,1,PLAN_ONLY,PLAN_ONLY_SuperCheap
00f43cfa87ccaba1a8819866fe781574,3,13.729977116704806,4.576659038901602,4.576659038901602,4.576659038901602,0.0,0,2022-08-14 16:21:45,2021-03-03 10:49:31,1,1,TOP-UP_ONLY,TOP-UP_ONLY
